path,label,split
data\frames\val\incorrect\Copy of push up 44_f00007.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 44_f00008.jpg,incorrect,val
data\frames\test\incorrect\Copy of push up 46_f00000.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00001.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00002.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00003.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00004.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00005.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00006.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00007.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00008.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00000.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00001.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00002.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00003.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00004.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00005.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00006.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00007.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 46_f00008.jpg,incorrect,test
data\frames\val\incorrect\Copy of push up 55_f00000.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00001.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00002.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00003.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00004.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00005.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00006.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00007.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00008.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00009.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00000.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00001.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00002.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00003.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00004.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00005.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00006.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00007.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00008.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 55_f00009.jpg,incorrect,val
data\frames\train\incorrect\Copy of push up 56_f00000.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00001.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00002.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00003.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00004.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00005.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00006.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00007.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00008.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00000.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00001.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00002.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00003.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00004.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00005.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00006.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00007.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 56_f00008.jpg,incorrect,train
data\frames\val\incorrect\Copy of push up 57_f00000.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 57_f00001.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 57_f00002.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 57_f00003.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 57_f00004.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 57_f00005.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 57_f00006.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 57_f00000.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 57_f00001.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 57_f00002.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 57_f00003.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 57_f00004.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 57_f00005.jpg,incorrect,val
data\frames\val\incorrect\Copy of push up 57_f00006.jpg,incorrect,val
data\frames\train\incorrect\Copy of push up 58_f00000.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 58_f00001.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 58_f00002.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 58_f00003.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 58_f00004.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 58_f00005.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 58_f00006.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 58_f00000.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 58_f00001.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 58_f00002.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 58_f00003.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 58_f00004.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 58_f00005.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 58_f00006.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 81_f00000.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 81_f00001.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 81_f00002.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 81_f00003.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 81_f00004.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 81_f00005.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 81_f00006.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 81_f00007.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 81_f00000.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 81_f00001.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 81_f00002.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 81_f00003.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 81_f00004.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 81_f00005.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 81_f00006.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 81_f00007.jpg,incorrect,train
